City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country
355,Katherine,-14.4667,132.2667,79.12,83,71,12.66,broken clouds,
356,Stryn,61.9045,6.7226,33.31,89,100,6.46,overcast clouds,
357,Richards Bay,-28.783,32.0377,71.46,86,98,6.29,overcast clouds,
358,Broome,42.2506,-75.833,23.09,59,75,3.0,broken clouds,
359,Beidao,34.5686,105.8933,10.72,94,81,0.65,broken clouds,
360,Kudahuvadhoo,2.6708,72.8944,81.54,77,28,11.92,scattered clouds,
361,Zapolyarnyy,69.4154,30.8136,13.28,98,67,6.33,light snow,
362,Siofok,46.9041,18.058,43.25,41,0,25.66,clear sky,
363,Faya,18.3851,42.4509,57.31,86,11,4.43,few clouds,
364,Atar,20.5169,-13.0499,81.16,11,100,7.94,overcast clouds,
365,Harper,4.375,-7.7169,80.17,85,61,9.22,broken clouds,
366,Lata,40.1629,-8.3327,50.41,50,99,2.89,overcast clouds,
367,Lagoa,39.05,-27.9833,58.14,70,38,25.77,scattered clouds,
368,Taunggyi,20.7833,97.0333,43.52,52,1,3.06,clear sky,
369,Najran,17.4924,44.1277,63.25,29,19,2.1,few clouds,
370,Sisimiut,66.9395,-53.6735,5.25,95,100,16.62,light snow,
371,Seoul,37.5683,126.9778,22.44,70,0,2.3,clear sky,
372,Mezen,65.8522,44.24,9.93,96,100,6.38,overcast clouds,
373,Vierzon,47.2101,2.0625,47.75,87,14,5.19,few clouds,
374,Van Buren,35.4368,-94.3483,64.15,23,0,4.0,clear sky,
375,Sainte-Savine,48.2964,4.0464,41.13,87,100,2.3,overcast clouds,
376,Bairiki,1.3292,172.9752,82.0,77,84,18.1,light rain,
377,Mechetinskaya,46.7713,40.456,34.75,98,100,5.14,snow,
378,Kitimat,54.0524,-128.6534,37.9,69,100,5.08,overcast clouds,
379,Shima,24.4478,117.8111,53.22,77,57,5.06,broken clouds,
380,Borogontsy,62.6683,131.1683,-37.21,100,65,0.38,broken clouds,
381,Plastun,44.7561,136.2939,-0.69,79,0,8.84,clear sky,
382,Luena,-11.7833,19.9167,61.29,85,98,4.59,overcast clouds,
383,Port Hardy,50.6996,-127.4199,41.76,93,100,6.91,light rain,
384,Lahat,-3.8,103.5333,72.09,98,100,2.59,very heavy rain,
385,Sept-Iles,50.2001,-66.3821,9.12,47,100,18.41,overcast clouds,
386,Farmington,36.7281,-108.2187,52.86,35,0,10.36,clear sky,
387,Biak,-0.9131,122.8766,75.88,82,98,5.86,overcast clouds,
388,Rayong,12.8333,101.4333,79.48,99,36,4.36,scattered clouds,
389,Nkhotakota,-12.9274,34.2961,72.91,83,29,3.2,light rain,
390,Siilinjarvi,63.0833,27.6667,21.22,86,100,5.75,overcast clouds,
391,Hamirpur,25.95,80.15,54.54,57,0,1.05,clear sky,
392,Carballo,43.213,-8.691,53.02,76,0,0.2,clear sky,
393,Artyom,40.4723,50.333,39.34,71,100,13.06,overcast clouds,
394,Fossombrone,43.6908,12.8127,48.42,86,1,3.4,clear sky,
395,Ewa Beach,21.3156,-158.0072,79.09,57,0,13.0,clear sky,
396,Dong Xoai,11.5333,106.9167,69.85,92,21,0.92,few clouds,
397,Baruun-Urt,46.6806,113.2792,-6.65,95,92,4.97,overcast clouds,
398,Macas,-2.3167,-78.1167,75.31,77,100,2.08,light rain,
399,Vestmanna,62.1564,-7.1664,34.72,93,100,19.57,snow,
400,Ginda,30.6945,78.4932,41.41,41,0,6.26,clear sky,
401,Mogadishu,2.0371,45.3438,77.23,81,85,21.14,overcast clouds,
402,Porto Murtinho,-21.6989,-57.8825,101.08,21,0,1.01,clear sky,
403,Mlandizi,-6.7,38.7333,74.05,95,99,2.82,overcast clouds,
404,Cascais,38.6979,-9.4215,59.05,40,0,5.01,clear sky,
405,Puerto Escondido,15.85,-97.0667,83.43,58,0,6.15,clear sky,
406,San Quintin,30.4833,-115.95,64.11,48,0,8.05,clear sky,
407,Waipawa,-41.4122,175.5153,66.31,73,75,6.93,broken clouds,
408,Loznica,44.5342,19.2242,42.4,78,12,4.47,few clouds,
409,Amravati,20.9333,77.75,63.32,26,0,2.73,clear sky,
410,Port Lincoln,-34.7333,135.8667,66.54,83,31,8.16,scattered clouds,
411,Pathein,16.7833,94.7333,65.46,73,75,7.45,broken clouds,
412,Provideniya,64.3833,-173.3,10.51,72,0,17.9,clear sky,
413,Hirara,24.8,125.2833,62.04,62,14,27.94,few clouds,
414,Aykhal,66.0,111.5,-21.73,100,89,3.65,overcast clouds,
415,Srednekolymsk,67.45,153.6833,-25.56,99,100,4.18,overcast clouds,
416,Dutlwe,-23.9833,23.9,67.14,90,100,13.15,moderate rain,
417,Shenjiamen,29.9576,122.298,40.23,64,4,11.36,clear sky,
418,Emerald,-23.5333,148.1667,75.34,88,75,5.75,broken clouds,
419,Urucara,-2.5364,-57.76,81.43,78,100,3.2,overcast clouds,
420,Arlit,18.7369,7.3853,65.71,14,0,15.23,clear sky,
421,Usogorsk,63.4106,48.6872,3.83,98,87,4.29,overcast clouds,
422,Kiama,-34.6833,150.8667,71.01,92,28,1.5,scattered clouds,
423,Ongandjera,-17.8833,15.0667,76.03,32,100,12.68,overcast clouds,
424,Tortoli,39.9256,9.6572,49.82,87,0,4.61,clear sky,
425,Nicoya,10.1483,-85.452,88.74,41,23,15.08,few clouds,
426,Kysyl-Syr,63.8986,122.7617,-26.18,100,100,3.15,overcast clouds,
427,Along,28.1667,94.7667,44.47,80,16,1.52,few clouds,
428,Ribeira Grande,38.5167,-28.7,57.6,67,40,24.16,scattered clouds,
429,Manakara,-22.1333,48.0167,72.64,81,9,1.07,clear sky,
430,Camocim,-2.9022,-40.8411,78.73,72,98,13.33,overcast clouds,
431,Tommot,58.9564,126.2925,-6.12,97,100,5.3,overcast clouds,
432,Champerico,14.3,-91.9167,93.74,64,3,10.69,clear sky,
433,Talaya,61.3833,152.75,-16.64,99,100,4.97,overcast clouds,
434,Progreso,21.2833,-89.6667,78.91,51,1,11.83,clear sky,
435,Mairang,25.5667,91.6333,38.41,81,63,1.95,broken clouds,
436,Gasa,31.5,34.4667,50.92,68,0,7.52,clear sky,
437,Neiafu,-18.65,-173.9833,80.58,73,100,4.81,moderate rain,
438,Caravelas,-17.7125,-39.2481,80.37,81,11,11.86,few clouds,
439,Tianpeng,30.9866,103.9393,34.27,78,96,3.49,overcast clouds,
440,Marystown,47.1666,-55.1483,37.85,100,94,8.01,overcast clouds,
441,Puerto Leguizamo,-0.1934,-74.7819,93.38,37,100,1.57,overcast clouds,
442,Ascension,30.2169,-90.9001,69.12,38,0,10.36,clear sky,
443,Manaure,11.7751,-72.4445,80.29,69,5,18.95,clear sky,
444,Urazovo,50.0836,38.0395,30.96,96,100,14.43,snow,
445,Ous,60.9058,61.5186,-8.36,100,100,1.86,overcast clouds,
446,Pangnirtung,66.1451,-65.7125,-18.4,63,20,3.44,few clouds,
447,Den Helder,52.9599,4.7593,43.02,77,75,14.0,broken clouds,
448,Tautira,-17.7333,-149.15,82.42,76,92,11.9,overcast clouds,
449,Rocha,-34.4833,-54.3333,79.25,55,0,10.51,clear sky,
450,Skjervoy,70.0311,20.9714,17.6,68,68,10.65,broken clouds,
451,Pacific Grove,36.6177,-121.9166,69.15,59,0,7.0,clear sky,
452,Portland,45.5234,-122.6762,53.1,70,75,1.99,broken clouds,
453,Bayan,46.0833,127.4,-12.73,100,33,4.03,scattered clouds,
454,Kangaatsiaq,68.3065,-53.4641,5.4,92,100,10.29,light snow,
455,Aksu,41.1231,80.2644,22.37,54,4,1.41,clear sky,
456,Rabo De Peixe,37.8,-25.5833,55.27,95,40,12.66,scattered clouds,
457,Vao,-22.6667,167.4833,79.02,86,100,5.75,overcast clouds,
458,Sola,-13.8833,167.55,76.91,92,100,14.07,light rain,
459,Abonnema,4.7084,6.7931,75.49,50,57,4.85,broken clouds,
460,Westerland,54.9079,8.3033,41.02,70,75,12.66,broken clouds,
461,Mehamn,71.0357,27.8492,32.18,69,40,21.85,scattered clouds,
462,Santa Fe,-31.6333,-60.7,91.98,28,0,4.0,clear sky,
463,Myrtle Beach,33.6891,-78.8867,52.18,51,0,18.41,clear sky,
464,Garowe,8.4054,48.4845,69.78,69,100,11.68,overcast clouds,
465,Batagay-Alyta,67.8006,130.4114,-21.55,95,75,2.35,broken clouds,
466,Astana,51.1801,71.446,15.75,86,100,20.13,overcast clouds,
467,Oistins,13.0667,-59.5333,80.69,69,40,20.71,scattered clouds,
468,Asau,46.4333,26.4,39.4,71,99,20.96,overcast clouds,
469,Aswan,24.0934,32.907,56.5,35,0,4.61,clear sky,
470,Chumikan,54.7183,135.315,-2.36,82,100,18.25,overcast clouds,
471,Kaspiyskiy,45.3929,47.3707,35.13,82,53,4.72,broken clouds,
472,Walla Walla,46.0646,-118.343,44.13,80,75,0.0,broken clouds,
473,Kanzaki,33.3,130.3667,41.18,52,24,1.92,few clouds,
474,Lluta,-16.0147,-72.0142,53.87,47,95,10.65,overcast clouds,
475,Kirakira,-10.4544,161.9205,82.24,79,90,4.0,light rain,
476,Jiexiu,37.0244,111.9125,20.73,47,0,8.59,clear sky,
477,Mizdah,31.4451,12.9801,44.65,77,0,7.11,clear sky,
478,Bakchar,57.0186,82.0711,3.97,97,89,5.12,overcast clouds,
479,Yichang,30.7144,111.2847,38.66,82,100,1.74,overcast clouds,
480,Hami,42.8,93.45,23.63,41,100,1.3,overcast clouds,
481,Peleduy,59.6289,112.7406,-4.92,98,100,3.38,overcast clouds,
482,Kupang,-10.1667,123.5833,79.81,82,100,16.46,overcast clouds,
483,Tehri,30.3833,78.4833,50.27,54,0,4.23,clear sky,
484,Korla,41.7597,86.1469,24.19,57,100,4.25,overcast clouds,
485,Ketchikan,55.3422,-131.6461,37.87,87,40,6.91,scattered clouds,
486,Daru,-9.0763,143.2092,75.63,90,100,7.94,overcast clouds,
487,Whitehorse,60.7161,-135.0538,8.02,66,100,8.99,light snow,
488,Flers,48.7372,-0.5747,43.05,96,38,4.79,scattered clouds,
489,Okhtyrka,50.3104,34.8988,30.69,96,99,13.62,overcast clouds,
490,Kumbo,6.2,10.6667,62.89,28,98,5.95,overcast clouds,
491,Liverpool,53.4106,-2.9779,48.15,84,100,17.0,overcast clouds,
492,Byron Bay,-28.65,153.6167,73.87,89,88,8.23,overcast clouds,
493,Luhyny,51.082,28.4006,31.95,93,100,18.21,light snow,
494,Esfarayen,37.0765,57.5101,26.26,48,0,7.11,clear sky,
495,Preobrazheniye,42.9019,133.9064,11.35,70,3,8.68,clear sky,
496,Svetlaya,46.5389,138.3297,-0.98,78,28,9.6,scattered clouds,
497,Zyryanovsk,49.7386,84.2719,-3.62,94,100,0.56,overcast clouds,
498,Fengrun,39.8333,118.1167,27.75,95,97,5.64,light snow,
499,Modica,36.8459,14.774,44.67,82,0,11.48,clear sky,
500,Fortuna,40.5982,-124.1573,57.85,72,0,3.0,clear sky,
501,Upington,-28.4478,21.2561,77.38,65,84,12.66,broken clouds,
502,Rapid City,44.0805,-103.231,56.5,24,0,5.99,clear sky,
503,Los Banos,14.1667,121.1833,77.79,88,62,8.72,broken clouds,
504,Dwarka,22.2394,68.9678,69.93,79,0,9.69,clear sky,
505,Taoudenni,22.6783,-3.9836,74.57,14,87,14.7,overcast clouds,
506,Ugoofaaru,5.6667,73.0,81.16,76,41,13.73,scattered clouds,
507,Muscat,23.6139,58.5922,69.82,65,0,7.52,clear sky,
508,Derzhavinsk,51.1,66.3167,12.13,94,86,15.12,overcast clouds,
509,Tres Arroyos,-38.3739,-60.2798,71.33,53,29,18.92,scattered clouds,
510,Rio Grande,-32.035,-52.0986,80.71,67,27,19.55,scattered clouds,
511,Olafsvik,64.8945,-23.7142,27.79,55,100,35.54,snow,
512,Santa Vitoria Do Palmar,-33.5189,-53.3681,77.22,60,7,12.1,clear sky,
513,Solnechnyy,50.7214,136.6319,-11.15,98,87,3.15,overcast clouds,
514,Goderich,43.7501,-81.7165,22.91,63,88,6.91,overcast clouds,
515,Sorland,67.667,12.6934,33.66,45,97,8.59,overcast clouds,
516,Labuhan,-6.8844,112.2051,78.39,86,100,7.9,overcast clouds,
517,Gazanjyk,39.2446,55.5154,41.95,68,78,9.37,broken clouds,
518,Santa Vitoria,-18.8386,-50.1214,71.49,90,100,5.41,overcast clouds,
519,Nanakuli,21.3906,-158.1547,79.7,62,0,12.66,clear sky,
520,Banjar,-8.19,114.9675,80.46,91,100,3.02,overcast clouds,
521,Yerbogachen,61.2767,108.0108,-17.88,100,91,3.13,overcast clouds,
522,Sigiriya,7.9518,80.7426,70.63,99,43,2.98,scattered clouds,
523,Bubaque,11.2833,-15.8333,78.13,70,42,13.42,scattered clouds,
524,Hilton Head Island,32.2163,-80.7526,57.31,48,0,11.5,clear sky,
525,Cordeiro,-22.0286,-42.3608,72.73,92,98,3.06,moderate rain,
526,Patos De Minas,-18.5789,-46.5181,73.31,88,97,5.53,light rain,
527,Matam,15.6175,-13.3303,85.96,11,76,9.04,broken clouds,
528,Noumea,-22.2763,166.4572,81.0,99,100,8.93,overcast clouds,
529,Pozo Colorado,-23.4923,-58.7972,98.17,17,0,3.94,clear sky,
530,Sai Buri,6.7013,101.6168,73.92,87,19,7.2,few clouds,
531,Mayo,38.8876,-76.5119,33.46,42,75,1.99,broken clouds,
532,Angoche,-16.2325,39.9086,77.72,82,2,2.91,clear sky,
533,Aden,12.7794,45.0367,76.82,70,23,12.59,few clouds,
534,Kismayo,-0.3582,42.5454,77.7,76,67,15.64,broken clouds,
535,Itambe,-15.245,-40.6244,75.72,85,71,2.44,heavy intensity rain,
536,Cockburn Town,21.4612,-71.1419,75.16,69,75,13.8,broken clouds,
537,Sidney,-33.8679,151.2073,73.11,90,75,5.01,broken clouds,
538,Tabou,4.423,-7.3528,80.13,85,31,8.61,scattered clouds,
539,Havoysund,70.9963,24.6622,32.23,62,92,14.16,overcast clouds,
540,Maarianhamina,60.0973,19.9348,30.06,74,75,17.27,broken clouds,
541,Ilula,-7.6766,36.0366,63.63,96,100,3.33,light rain,
542,Aquiraz,-3.9014,-38.3911,84.29,79,100,6.8,overcast clouds,
543,Caboolture,-27.0833,152.95,75.78,89,29,2.91,scattered clouds,
544,Strezhevoy,60.7333,77.5889,4.98,94,100,8.93,overcast clouds,
545,Tura,25.5198,90.2201,52.2,59,3,3.36,clear sky,
546,Tocopilla,-22.092,-70.1979,69.66,65,1,5.64,clear sky,
547,Tigil,57.8,158.6667,31.62,67,100,29.1,overcast clouds,
548,Quatre Cocos,-20.2078,57.7625,79.09,82,100,17.9,light rain,
549,Banda Aceh,5.5577,95.3222,76.53,84,70,7.0,broken clouds,
550,Hoquiam,46.9809,-123.8893,49.51,95,100,24.16,mist,
551,Ekhabi,53.5102,142.9671,8.2,94,100,21.68,light snow,
552,Grand Forks,47.9417,-97.4337,15.48,82,75,16.11,mist,
553,Praia Da Vitoria,38.7333,-27.0667,57.45,94,75,24.81,broken clouds,
554,Doha,25.2867,51.5333,64.38,63,0,4.61,clear sky,
555,Bama,11.5221,13.6856,65.48,25,2,8.9,clear sky,
556,College,64.8569,-147.8028,-11.09,73,40,4.61,scattered clouds,
557,Ngama,11.7833,17.1667,70.41,14,3,14.18,clear sky,
558,Novikovo,51.1537,37.8879,29.46,93,100,13.04,overcast clouds,
559,Arman,59.7,150.1667,4.32,78,100,13.89,overcast clouds,
560,Mazagao,-0.115,-51.2894,80.65,94,91,5.06,moderate rain,
561,Winnemucca,40.973,-117.7357,44.65,31,0,0.0,clear sky,
562,Cape Canaveral,28.4058,-80.6048,59.18,44,0,6.91,clear sky,
563,Makarov,48.6333,142.8,4.1,90,100,6.15,overcast clouds,
564,San Patricio,28.017,-97.5169,72.32,50,28,11.65,scattered clouds,
565,Villamontes,-21.25,-63.5,93.83,26,0,7.63,clear sky,
566,Shaoyang,27.2315,111.4525,34.21,100,100,2.91,snow,
567,Cabedelo,-6.9811,-34.8339,84.87,72,17,12.33,few clouds,
568,Akyab,20.15,92.9,59.38,63,0,9.91,clear sky,
569,Pudozh,61.8099,36.5345,17.31,93,100,6.38,overcast clouds,
570,Iskateley,67.6803,53.1512,13.23,93,100,14.83,overcast clouds,
571,Viedma,-40.8135,-62.9967,70.29,17,75,21.56,broken clouds,
572,Kavaratti,10.5669,72.642,81.28,73,15,8.79,few clouds,
573,Arona,28.0996,-16.681,59.4,66,10,1.01,clear sky,
574,Chilca,-12.5211,-76.7372,76.6,77,78,7.23,broken clouds,
575,Piranshahr,36.701,45.1413,18.34,93,66,6.82,broken clouds,
576,Havre,49.5833,0.3333,43.34,89,100,13.31,overcast clouds,
577,Lubango,-14.9172,13.4925,58.53,93,96,5.86,overcast clouds,
578,Guaruja,-23.9931,-46.2564,79.86,59,75,3.44,light intensity drizzle,
579,Zyryanka,65.75,150.85,-16.51,97,100,10.29,overcast clouds,
580,Manokwari,-0.8667,134.0833,77.7,75,100,8.81,overcast clouds,
581,Calamar,10.2511,-74.9146,85.95,46,94,10.56,overcast clouds,
582,Fernie,49.5,-115.0687,42.6,93,100,6.15,overcast clouds,
583,Yarada,17.65,83.2667,66.52,94,20,2.3,mist,
584,Saint Anthony,45.0205,-93.218,23.95,65,0,1.01,clear sky,
585,Asfi,32.2994,-9.2372,62.73,52,19,8.99,few clouds,
586,Porto Novo,6.4965,2.6036,82.22,66,67,2.66,broken clouds,
587,Izhma,65.0083,53.9113,8.76,96,99,6.64,overcast clouds,
588,Tauranga,-37.6861,176.1667,72.93,80,99,4.0,overcast clouds,
589,Katsuura,35.1333,140.3,39.31,53,100,11.01,overcast clouds,
590,Chicama,-7.8447,-79.1469,66.74,66,100,10.76,overcast clouds,
591,Araouane,18.9048,-3.5265,74.48,14,44,11.16,scattered clouds,
592,Dzaoudzi,-12.7887,45.2699,80.49,83,0,5.75,clear sky,
593,Gobabis,-22.45,18.9667,67.82,81,80,11.61,light rain,
594,Carutapera,-1.195,-46.02,75.22,94,100,7.38,moderate rain,
595,Lobito,-12.3481,13.5456,76.98,82,97,5.14,overcast clouds,
596,Namatanai,-3.6667,152.4333,79.79,80,100,3.44,overcast clouds,
597,Goundam,16.4145,-3.6708,76.73,12,67,12.12,broken clouds,
598,Cumberland,35.0502,-78.8664,49.69,27,0,14.97,clear sky,
599,Coalville,52.7167,-1.3667,45.32,83,75,18.41,broken clouds,
600,Hamilton,39.1834,-84.5333,41.23,55,0,4.0,clear sky,
601,Seka,17.9285,103.9552,63.34,77,17,6.31,few clouds,
602,Weiser,44.251,-116.9693,31.6,81,95,0.16,overcast clouds,
603,Ontario,34.0633,-117.6509,75.11,21,0,1.99,clear sky,
604,Anadyr,64.75,177.4833,-19.52,75,40,2.24,scattered clouds,
605,Mackay,-21.15,149.2,78.78,89,75,12.66,broken clouds,
606,Saint George,37.1041,-113.5841,61.27,18,0,1.99,clear sky,
607,Beloha,-25.1667,45.05,73.02,75,92,15.14,overcast clouds,
608,Meadow Lake,34.8014,-106.5436,50.4,30,100,3.47,overcast clouds,
609,Saint-Marc,19.1082,-72.6938,80.44,65,13,10.98,few clouds,
610,Alyangula,-13.8483,136.4192,80.47,89,75,9.22,broken clouds,
611,Lavrentiya,65.5833,-171.0,-5.94,90,3,4.76,clear sky,
612,Palmer,42.1584,-72.3287,24.17,36,20,1.99,few clouds,
613,Griffith,41.5284,-87.4237,31.39,77,100,1.01,overcast clouds,
614,Paine,-33.8167,-70.75,87.01,29,0,8.5,clear sky,
615,Caxito,-8.5785,13.6643,79.45,90,100,3.13,overcast clouds,
616,Nuuk,64.1835,-51.7216,12.81,73,40,12.66,scattered clouds,
617,Jerantut,3.936,102.3626,72.55,93,95,1.1,overcast clouds,
618,Zhaozhou,45.6833,125.3167,-9.67,100,12,1.9,few clouds,
619,Dawei,14.0833,98.2,64.09,90,9,3.09,clear sky,
620,Kumluca,36.3703,30.2869,47.68,83,99,3.29,overcast clouds,
621,Mareeba,-17.0,145.4333,71.44,95,100,1.9,overcast clouds,
622,Huancavelica,-12.7667,-74.9833,39.43,96,100,6.31,overcast clouds,
623,Danielskuil,-28.1887,23.5395,63.48,89,100,11.95,light rain,
624,Mabopane,-25.4977,28.1007,68.38,81,100,6.55,light rain,
625,Somerset,40.5668,-74.5496,27.82,44,0,3.0,clear sky,
626,Vengerovo,55.6848,76.7471,9.34,98,95,6.82,overcast clouds,
627,Nishihara,26.1842,127.7558,58.28,62,40,17.27,scattered clouds,
628,Phulpur,25.55,82.1,52.32,64,0,1.41,clear sky,
629,Sirjan,29.452,55.6814,45.52,59,15,6.26,few clouds,
630,Rio Branco,-9.9747,-67.81,77.61,94,100,3.44,overcast clouds,
631,Mamallapuram,12.6264,80.1722,79.05,79,18,5.41,few clouds,
632,Adamas,36.7333,24.4333,53.35,71,98,8.39,overcast clouds,
633,Ittiri,40.5929,8.5684,50.9,86,98,9.78,overcast clouds,
634,Zlitan,32.4674,14.5687,55.76,68,1,14.61,clear sky,
635,Jalu,29.0331,21.5482,54.79,58,64,15.88,broken clouds,
636,Mikhaylovka,50.06,43.2379,29.79,96,100,11.92,overcast clouds,
637,Cherskiy,68.75,161.3,-26.73,98,99,1.45,overcast clouds,
638,Coos Bay,43.3665,-124.2179,56.23,90,100,9.22,overcast clouds,
639,El Alto,-4.2714,-81.2147,78.46,68,50,10.27,scattered clouds,
640,Grand-Lahou,5.1367,-5.0242,79.25,88,98,8.41,overcast clouds,
641,Lowestoft,52.4752,1.7516,43.95,81,91,19.51,overcast clouds,
642,Porto Belo,-27.1578,-48.5531,75.79,67,94,9.95,overcast clouds,
643,Arica,-18.475,-70.3042,80.15,57,0,14.97,clear sky,
644,Shenzhen,22.5455,114.0683,59.22,84,72,5.21,broken clouds,
645,Male,4.1748,73.5089,82.35,78,40,9.22,scattered clouds,
646,Peniche,39.3558,-9.3811,58.08,65,21,6.31,few clouds,
647,Yeniseysk,58.4497,92.1703,-1.03,99,100,2.84,overcast clouds,
648,Ambon,-3.6954,128.1814,77.14,88,40,4.61,scattered clouds,
649,San Vicente,-26.6167,-54.1333,82.2,43,41,5.23,scattered clouds,
650,Vilyuysk,63.7553,121.6247,-25.04,100,89,4.52,overcast clouds,
651,Chapleau,47.8405,-83.4034,8.69,66,40,5.75,scattered clouds,
652,Aripuana,-9.1667,-60.6333,75.54,97,100,2.51,moderate rain,
653,Talara,-4.5772,-81.2719,81.36,57,0,11.5,clear sky,
654,Camacha,33.0833,-16.3333,61.56,88,40,16.11,scattered clouds,
655,Longview,32.5007,-94.7405,71.85,21,0,4.0,clear sky,
656,Kokopo,-4.352,152.2633,77.59,82,100,4.18,overcast clouds,
657,Port Moresby,-9.4431,147.1797,72.82,94,40,11.5,light rain,
658,Boguchany,58.3814,97.4531,-9.83,100,100,0.69,overcast clouds,
659,Sistranda,63.7256,8.834,32.9,53,83,3.96,broken clouds,
660,Sierra Vista,31.5545,-110.3037,62.73,19,0,7.0,clear sky,
661,Dickson,36.077,-87.3878,56.73,28,0,5.75,clear sky,
662,Khandyga,62.6667,135.6,-39.73,100,75,1.32,broken clouds,
663,Mocajuba,-2.5842,-49.5072,75.85,92,100,2.48,overcast clouds,
664,Saint-Francois,46.4154,3.9054,40.44,87,100,2.3,overcast clouds,
665,Torremolinos,36.6204,-4.4998,57.9,49,0,4.61,clear sky,
666,Borovskoy,53.8,64.15,1.72,97,62,6.87,broken clouds,
667,Pekan,3.4836,103.3996,75.31,86,93,6.11,overcast clouds,
668,Maputo,-25.9653,32.5892,75.22,93,40,1.01,scattered clouds,
669,Nenagh,52.8619,-8.1967,44.53,86,89,14.36,overcast clouds,
670,Jonava,55.0833,24.2833,32.05,91,100,5.99,overcast clouds,
671,Laela,-8.5667,32.05,60.64,97,100,4.07,light rain,
672,Kemin,42.7846,75.6892,21.29,65,8,4.76,clear sky,
673,Jiaojiang,28.6803,121.4428,35.01,81,7,4.36,clear sky,
674,Langsa,4.4683,97.9683,72.77,97,99,2.39,overcast clouds,
675,Madison,34.7334,-86.5667,58.66,36,0,1.99,clear sky,
676,Alice Springs,-23.7,133.8833,72.95,100,75,10.36,broken clouds,
677,Elektrogorsk,55.8794,38.7919,24.55,95,100,10.09,snow,
678,Torbat-E Jam,35.244,60.6225,37.33,74,1,2.98,clear sky,
679,Bilibino,68.0546,166.4372,-12.51,95,72,5.39,broken clouds,
680,Vinukonda,16.05,79.75,66.47,79,0,1.77,clear sky,
681,Lazaro Cardenas,17.9583,-102.2,83.8,50,0,9.51,clear sky,
682,Harbour Breton,47.4833,-55.7983,37.99,74,100,35.23,overcast clouds,
683,Northam,51.0333,-4.2167,49.6,94,84,26.87,broken clouds,
684,Keti Bandar,24.1447,67.4497,71.31,83,0,12.39,clear sky,
685,Matagami,49.7502,-77.6328,-0.29,71,100,13.8,overcast clouds,
686,Lodja,-3.4833,23.4333,76.89,60,100,2.77,overcast clouds,
687,Sanming,26.2486,117.6186,37.63,95,29,2.86,scattered clouds,
688,Jiaozuo,35.2397,113.2331,34.66,32,6,11.81,clear sky,
689,Lerwick,60.1545,-1.1494,39.2,97,100,17.76,overcast clouds,
690,Hinganghat,20.5667,78.8333,58.41,25,0,3.15,clear sky,
691,Hemnesberget,66.2333,13.6333,33.91,96,55,2.39,broken clouds,
692,Butka,56.7179,63.7866,9.59,95,100,3.31,overcast clouds,
693,Rio Gallegos,-51.6226,-69.2181,57.25,28,40,32.21,scattered clouds,
694,Obihiro,42.9172,143.2044,-4.36,94,22,2.53,few clouds,
695,Ust-Nera,64.5667,143.2,-12.41,100,100,1.66,overcast clouds,
696,Necochea,-38.5473,-58.7368,72.03,67,85,19.39,overcast clouds,
697,Kilosa,-6.8333,36.9833,70.88,98,100,2.15,moderate rain,
698,Luanda,-8.8368,13.2343,78.8,83,40,10.36,scattered clouds,
699,Arys,42.4252,68.795,28.62,71,9,5.7,clear sky,
700,Mantua,45.1667,10.7833,46.27,88,0,1.01,clear sky,
701,Makakilo City,21.3469,-158.0858,78.28,58,0,12.66,clear sky,
702,Ayagoz,47.9714,80.4392,17.47,97,100,4.09,overcast clouds,
703,The Valley,18.217,-63.0578,84.06,69,40,10.36,scattered clouds,
704,Tierra Blanca,14.5833,-88.5833,70.81,84,99,5.26,overcast clouds,
705,Stykkisholmur,65.0757,-22.7297,25.9,56,100,30.85,light snow,
706,Yurla,59.3259,54.3223,-4.61,100,95,2.66,overcast clouds,
707,Leninskoye,41.7589,69.3864,31.93,61,46,4.09,scattered clouds,
708,Saint Pete Beach,27.7253,-82.7412,59.29,34,0,5.01,clear sky,
709,Karibib,-21.9333,15.8333,68.23,66,100,8.37,light rain,
710,Buala,-8.145,159.5921,81.34,81,100,4.68,light rain,
711,Ahipara,-35.1667,173.1667,75.45,53,97,12.75,overcast clouds,NZ
712,Vaini,-21.2,-175.2,80.55,75,100,12.12,light rain,TO
713,Lorengau,-2.0226,147.2712,79.09,85,100,12.95,overcast clouds,PG
714,Ushuaia,-54.8,-68.3,46.06,66,75,29.93,broken clouds,AR
715,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.2,80,88,8.32,overcast clouds,BR
716,Ancud,-41.8697,-73.8203,62.13,59,35,10.94,scattered clouds,CL
717,Machala,-3.2667,-79.9667,82.35,65,75,3.44,light rain,EC
718,Bredasdorp,-34.5322,20.0403,69.12,88,87,9.22,overcast clouds,ZA
719,Nikolskoye,59.7035,30.7861,27.39,96,100,5.7,snow,RU
720,Roxas,11.5853,122.7511,78.04,83,53,4.18,broken clouds,PH
721,Arraial Do Cabo,-22.9661,-42.0278,76.86,88,75,10.36,broken clouds,BR
722,Cape Town,-33.9258,18.4232,73.81,77,0,1.99,clear sky,ZA
723,Tazovskiy,67.4667,78.7,-10.37,99,99,8.52,overcast clouds,RU
724,Hobart,-42.8794,147.3294,72.1,77,20,6.91,few clouds,AU
